"Strength","multiple_choice","What Strength level is required to wield the black warhammer?","5|10|15|20","10","","The black warhammer requires 10 Strength to wield with no Attack requirement."
"Strength","free_response","What Strength level does the dragon halberd require, in addition to 60 Attack?","","30","Strength 30|level 30","The dragon halberd requires 30 Strength alongside 60 Attack and completion of the Regicide quest."
"Defence","multiple_choice","What Defence level is required to wear rune armour?","30|35|40|45","40","","Rune armour requires 40 Defence to wear, consistent with other tier-40 equipment in OSRS."
"Defence","multiple_choice","What Defence level is required to wear dragon armour?","55|60|65|70","60","","Dragon armour requires 60 Defence to wear, fitting the dragon equipment tier requirement."
"Defence","multiple_choice","What Defence level is required to wear Barrows armour?","65|68|70|75","70","","Barrows armour requires 70 Defence to wear, matching the high-level nature of Barrows equipment."
"Defence","multiple_choice","What Defence level is required to wear mithril armour?","15|20|25|30","20","","Mithril armour requires 20 Defence to wear, consistent with the mithril equipment tier."
"Defence","multiple_choice","What Defence level is required to wear adamant armour?","25|30|35|40","30","","Adamant armour requires 30 Defence to wear, sitting one tier below rune armour."
"Defence","true_false","Granite armour requires 50 Defence to wear.","","true","","Granite armour requires 50 Defence and 50 Strength to wear."
"Defence","multiple_choice","What Defence level is required to complete the quest King's Ransom?","55|60|65|70","65","","King's Ransom requires 65 Defence. It also rewards 33,000 Defence XP and 5,000 XP in a skill of your choice above level 50."
"Defence","multiple_choice","What Defence level is required for the Kandarin Hard Diary?","60|65|70|75","70","","The Kandarin Hard Diary requires 70 Defence among its various skill requirements."
"Defence","multiple_choice","What Defence level is required to wear the obsidian shield?","50|55|60|65","60","","The obsidian shield requires 60 Defence to wear."
"Defence","multiple_choice","What Defence level is required for the Lunar Diplomacy quest?","30|35|40|45","40","","Lunar Diplomacy requires 40 Defence among its prerequisites."
"Defence","true_false","The quest Between a Rock... requires 30 Defence.","","true","","Between a Rock... requires 30 Defence and rewards 5,000 Defence XP upon completion."
"Defence","multiple_choice","What Defence level is required for the Falador Hard Diary?","40|45|50|55","50","","The Falador Hard Diary requires 50 Defence among its various skill requirements."
"Defence","true_false","Steel armour requires level 10 Defence to wear.","","false","","Steel armour requires level 5 Defence to wear, not level 10. Level 10 Defence unlocks black armour."
"Defence","multiple_choice","What Defence level is required for the Morytania Hard Diary?","60|65|70|75","70","","The Morytania Hard Diary requires 70 Defence among its skill prerequisites."
"Defence","free_response","What Defence level is required alongside Attack 40 to wield the rune defender?","","40","Defence 40|level 40","The rune defender requires both 40 Attack and 40 Defence to wield. It is obtained through the Warriors' Guild."
"Defence","multiple_choice","What Defence level is required to wear Armadyl armour?","65|68|70|75","70","","Armadyl armour requires 70 Defence and 70 Ranged to wear. It is one of the best-in-slot ranged armours."
"Defence","multiple_choice","What Defence level is required for the Rag and Bone Man II quest?","15|20|25|30","20","","Rag and Bone Man II requires 20 Defence among its prerequisites."
"Hitpoints","multiple_choice","At what level do all players begin with Hitpoints upon completing Tutorial Island?","1|5|10|15","10","","All players start with 10 Hitpoints (1,154 XP) — the only skill that does not start at level 1."
"Hitpoints","multiple_choice","What Hitpoints level is required for the Dragon Slayer II quest?","40|45|50|55","50","","Dragon Slayer II requires 50 Hitpoints among its prerequisites, reflecting its status as a hard grandmaster quest."
"Hitpoints","true_false","Hitpoints is the only skill in OSRS that does not start at level 1.","","true","","Hitpoints starts at level 10 for all players after Tutorial Island, making it unique among all OSRS skills."
"Hitpoints","multiple_choice","What Hitpoints level is required for the Western Provinces Elite Diary?","38|40|42|45","42","","The Western Provinces Elite Diary requires 42 in several combat stats including Hitpoints."
"Hitpoints","multiple_choice","What Hitpoints level is required for the Fremennik Elite Diary?","60|65|70|75","70","","The Fremennik Elite Diary requires 70 Hitpoints among its various prerequisites."
"Hitpoints","multiple_choice","What heal amount does the Saradomin brew provide per dose?","3|8|15|varies","varies","","The Saradomin brew heals between 2 and 21 Hitpoints depending on level, calculated as floor(level x 0.2) + 2."
"Hitpoints","true_false","The Hitpoints skill cape grants a passive double natural regeneration rate.","","true","","The Hitpoints cape grants +1 visible Hitpoints and doubles the natural regen rate to 2 HP per minute."
"Hitpoints","multiple_choice","How much XP does Witch's House grant as a Hitpoints XP reward?","3075|5000|6325|8000","6325","","Witch's House rewards 6,325 Hitpoints XP upon completion, with no Hitpoints level requirement."
"Hitpoints","multiple_choice","Which quest rewards 15,000 Hitpoints XP?","Dream Mentor|Heroes Quest|Royal Trouble|Olaf's Quest","Dream Mentor","","Dream Mentor rewards 15,000 Hitpoints XP and requires completion of several quests."
"Hitpoints","true_false","The anglerfish can overheal a player above their maximum Hitpoints.","","true","","Anglerfish can heal 3-22 HP above maximum, providing temporary over-healing up to 22 extra HP at high levels."
"Hitpoints","multiple_choice","What Hitpoints level is required for the Void Knight equipment?","38|40|42|44","42","","Void Knight equipment requires 42 in Attack, Strength, Defence, Hitpoints, Ranged, Magic, and 22 Prayer."
"Hitpoints","multiple_choice","How many Hitpoints XP does Dragon Slayer I reward?","12500|15000|18650|20000","18,650","","Dragon Slayer I rewards 18,650 Hitpoints XP upon completion, one of the largest quest HP rewards."
"Hitpoints","free_response","What is the starting Hitpoints level for all new OSRS players after Tutorial Island?","","10","level 10|10 hitpoints","All players begin at exactly level 10 Hitpoints after Tutorial Island, granting 1,154 starting XP."
"Hitpoints","multiple_choice","What Hitpoints bonus does the Hitpoints skill cape provide?","No bonus|+1 visible|+2 visible|+5 visible","+1 visible","","The Hitpoints cape provides +1 visible Hitpoints boost and doubles natural regeneration rate to 2 HP per minute."
"Hitpoints","true_false","Nature Spirit quest rewards 2,000 Hitpoints XP.","","true","","Nature Spirit rewards 2,000 Hitpoints XP upon completion with no Hitpoints level requirement."
"Hitpoints","multiple_choice","What Hitpoints XP does the Fremennik Trials quest reward?","1500|2000|2812|3075","2,812","","The Fremennik Trials rewards 2,812 Hitpoints XP upon completion, with no Hitpoints requirement."
"Hitpoints","multiple_choice","What Hitpoints XP does Heroes' Quest reward?","2000|2812|3075|4000","3,075","","Heroes' Quest rewards 3,075 Hitpoints XP upon completion."
"Ranged","multiple_choice","What Ranged level is required to wield the magic shortbow?","40|45|50|55","50","","The magic shortbow requires 50 Ranged to wield and is one of the most popular bows for ranged training."
"Ranged","multiple_choice","What Ranged level is required to wield the twisted bow?","80|82|85|90","85","","The twisted bow requires 85 Ranged to wield and is the most powerful bow in OSRS for targets with high Magic."
"Ranged","multiple_choice","What Ranged level is required to wield the toxic blowpipe?","70|73|75|80","75","","The toxic blowpipe requires 75 Ranged to wield and uses darts as ammunition."
"Ranged","multiple_choice","What Ranged level is required to wield the dark bow?","55|58|60|65","60","","The dark bow requires 60 Ranged to wield. It fires two arrows simultaneously and has a powerful special attack."
"Ranged","multiple_choice","What Ranged level is required to wield yew shortbows and longbows?","35|38|40|45","40","","Yew shortbows and longbows require 40 Ranged to wield. Level 40 also grants access to the Ranging Guild."
"Ranged","multiple_choice","What Ranged level is required to wield the rune crossbow?","55|58|61|65","61","","The rune crossbow requires 61 Ranged to wield and is a widely used mid-game crossbow."
"Ranged","multiple_choice","What Ranged level is required to wield the armadyl crossbow?","65|68|70|75","70","","The Armadyl crossbow requires 70 Ranged to wield and shoots bolts at double speed with its special attack."
"Ranged","multiple_choice","What Ranged level is required to wield the dragon crossbow?","60|62|64|66","64","","The dragon crossbow requires 64 Ranged to wield."
"Ranged","true_false","The maple shortbow requires 30 Ranged to wield.","","true","","The maple shortbow and maple longbow both require 30 Ranged to wield."
"Ranged","multiple_choice","What Ranged level is required to wield chinchompas?","40|43|45|50","45","","Chinchompas require 45 Ranged to wield. Red chinchompas require 55 and black chinchompas require 65."
"Ranged","multiple_choice","What Ranged level is required to wield the heavy ballista?","70|73|75|80","75","","The heavy ballista requires 75 Ranged to wield. The light ballista requires 65 Ranged."
"Ranged","true_false","The dwarf multicannon has no Ranged level requirement to use.","","true","","The dwarf multicannon has no Ranged level requirement. It requires completion of the Dwarf Cannon quest."
"Ranged","multiple_choice","What Ranged level is required to wear green dragonhide armour?","35|38|40|45","40","","Green dragonhide armour requires 40 Ranged and 40 Defence. The body also requires Dragon Slayer I completion."
"Ranged","multiple_choice","What Ranged level is required to wield the bow of faerdhinen?","75|78|80|82","80","","The bow of faerdhinen requires 80 Ranged and 70 Agility to wield. It is crafted in Prifddinas."
"Ranged","multiple_choice","What Ranged level is required to wear black dragonhide armour?","65|68|70|75","70","","Black dragonhide armour requires 70 Ranged and 40 Defence for the body."
"Ranged","multiple_choice","What Ranged level is required to wield the venator bow?","75|78|80|82","80","","The venator bow requires 80 Ranged to wield. It is obtained from the Tombs of Amascut."
